CarTurnLog -- start condition -- 
 mTarget, -1230.295410,-510.817566
 mAngleToTarget, 2.244185
 mMoveAngleError, -3.141021
 mDistError, 0.620492
 mMoveAngleSgn, -1.000000
 mShoulderAngleError, -3.050342
 mShoulderAngleSgn, -1.000000
 mPosition, -1229.908447,-510.332520
 mIsPerfect, 0

CarTurnLog -- iterations -- 
 mPositionX, mPositionZ, mMoveAngle, mShoulderAngle, mSpeed, mT, mDistToTarget, mAngleToTarget, mMoveAngleError, mAbsMoveAngleError, mShoulderAngleError, mAbsShoulderAngleError
-1191.444824, -448.745667, -1.126429, 2.244445, 0.101926, 716.000000, 73.227646, 2.130040, -3.026716, 3.026716, 0.000000, 0.000000
-1191.357300, -448.561554, -1.127069, 2.244445, 0.101926, 718.000000, 73.430153, 2.129720, -3.026396, 3.026396, 0.000000, 0.000000
-1191.269897, -448.377380, -1.127709, 2.244445, 0.101926, 720.000000, 73.632652, 2.129400, -3.026076, 3.026076, 0.000000, 0.000000
-1191.182617, -448.193146, -1.128349, 2.244445, 0.101926, 722.000000, 73.835144, 2.129080, -3.025756, 3.025756, 0.000000, 0.000000
-1191.095459, -448.008881, -1.128989, 2.244445, 0.101926, 724.000000, 74.037605, 2.128760, -3.025436, 3.025436, 0.000000, 0.000000
-1191.008423, -447.824554, -1.129629, 2.244445, 0.101926, 726.000000, 74.240067, 2.128440, -3.025116, 3.025116, 0.000000, 0.000000
-1190.921509, -447.640167, -1.130269, 2.244445, 0.101926, 728.000000, 74.442513, 2.128120, -3.024796, 3.024796, 0.000000, 0.000000
-1190.834717, -447.455719, -1.130909, 2.244445, 0.101926, 730.000000, 74.644958, 2.127800, -3.024477, 3.024477, 0.000000, 0.000000
-1190.748047, -447.271210, -1.131549, 2.244445, 0.101926, 732.000000, 74.847397, 2.127480, -3.024157, 3.024157, 0.000000, 0.000000
-1190.661499, -447.086639, -1.132189, 2.244445, 0.101926, 734.000000, 75.049835, 2.127159, -3.023838, 3.023838, 0.000000, 0.000000
-1190.575073, -446.902039, -1.132828, 2.244445, 0.101926, 736.000000, 75.252243, 2.126839, -3.023518, 3.023518, 0.000000, 0.000000
-1190.488770, -446.717377, -1.133468, 2.244445, 0.101926, 738.000000, 75.454643, 2.126519, -3.023198, 3.023198, 0.000000, 0.000000
-1190.402588, -446.532654, -1.134108, 2.244445, 0.101926, 740.000000, 75.657036, 2.126199, -3.022879, 3.022879, 0.000000, 0.000000
-1190.316528, -446.347870, -1.134748, 2.244445, 0.101926, 742.000000, 75.859428, 2.125878, -3.022559, 3.022559, 0.000000, 0.000000
-1190.230591, -446.163025, -1.135388, 2.244445, 0.101926, 744.000000, 76.061813, 2.125557, -3.022240, 3.022240, 0.000000, 0.000000
-1190.144775, -445.978149, -1.136028, 2.244445, 0.101926, 746.000000, 76.264168, 2.125237, -3.021920, 3.021920, 0.000000, 0.000000
-1190.059082, -445.793213, -1.136668, 2.244445, 0.101926, 748.000000, 76.466522, 2.124917, -3.021601, 3.021601, 0.000000, 0.000000
-1189.973511, -445.608215, -1.137308, 2.244445, 0.101926, 750.000000, 76.668861, 2.124596, -3.021282, 3.021282, 0.000000, 0.000000
-1189.888062, -445.423157, -1.137948, 2.244445, 0.101926, 752.000000, 76.871208, 2.124275, -3.020962, 3.020962, 0.000000, 0.000000
-1189.802612, -445.238037, -1.138588, 2.244445, 0.101926, 754.000000, 77.073608, 2.123956, -3.020642, 3.020642, 0.000000, 0.000000
-1189.717285, -445.052887, -1.139228, 2.244445, 0.101926, 756.000000, 77.275978, 2.123637, -3.020321, 3.020321, 0.000000, 0.000000
-1189.632080, -444.867676, -1.139868, 2.244445, 0.101926, 758.000000, 77.478348, 2.123317, -3.020001, 3.020001, 0.000000, 0.000000
-1189.546997, -444.682404, -1.140507, 2.244445, 0.101926, 760.000000, 77.680710, 2.122998, -3.019680, 3.019680, 0.000000, 0.000000
-1189.462036, -444.497070, -1.141147, 2.244445, 0.101926, 762.000000, 77.883072, 2.122678, -3.019360, 3.019360, 0.000000, 0.000000
-1189.377197, -444.311707, -1.141787, 2.244445, 0.101926, 764.000000, 78.085396, 2.122359, -3.019039, 3.019039, 0.000000, 0.000000
-1189.292480, -444.126282, -1.142427, 2.244445, 0.101926, 766.000000, 78.287727, 2.122040, -3.018719, 3.018719, 0.000000, 0.000000
-1189.207886, -443.940796, -1.143067, 2.244445, 0.101926, 768.000000, 78.490044, 2.121720, -3.018399, 3.018399, 0.000000, 0.000000
-1189.123413, -443.755249, -1.143707, 2.244445, 0.101926, 770.000000, 78.692360, 2.121400, -3.018078, 3.018078, 0.000000, 0.000000
-1189.039063, -443.569641, -1.144347, 2.244445, 0.101926, 772.000000, 78.894669, 2.121080, -3.017758, 3.017758, 0.000000, 0.000000
-1188.954834, -443.384003, -1.144987, 2.244445, 0.101926, 774.000000, 79.096962, 2.120761, -3.017438, 3.017438, 0.000000, 0.000000
-1188.870728, -443.198303, -1.145627, 2.244445, 0.101926, 776.000000, 79.299240, 2.120441, -3.017118, 3.017118, 0.000000, 0.000000
-1188.786743, -443.012543, -1.146267, 2.244445, 0.101926, 778.000000, 79.501511, 2.120121, -3.016798, 3.016798, 0.000000, 0.000000
-1188.702881, -442.826721, -1.146907, 2.244445, 0.101926, 780.000000, 79.703789, 2.119802, -3.016477, 3.016477, 0.000000, 0.000000
-1188.619141, -442.640869, -1.147547, 2.244445, 0.101926, 782.000000, 79.906029, 2.119482, -3.016157, 3.016157, 0.000000, 0.000000
-1188.535522, -442.454956, -1.148186, 2.244445, 0.101926, 784.000000, 80.108269, 2.119162, -3.015837, 3.015837, 0.000000, 0.000000
-1188.452026, -442.268982, -1.148826, 2.244445, 0.101926, 786.000000, 80.310501, 2.118842, -3.015517, 3.015517, 0.000000, 0.000000
-1188.368652, -442.082947, -1.149466, 2.244445, 0.101926, 788.000000, 80.512733, 2.118522, -3.015197, 3.015197, 0.000000, 0.000000
-1188.285400, -441.896881, -1.150106, 2.244445, 0.101926, 790.000000, 80.714943, 2.118202, -3.014877, 3.014877, 0.000000, 0.000000
-1188.202271, -441.710754, -1.150746, 2.244445, 0.101926, 792.000000, 80.917145, 2.117882, -3.014557, 3.014557, 0.000000, 0.000000
-1188.119263, -441.524567, -1.151386, 2.244445, 0.101926, 794.000000, 81.119339, 2.117562, -3.014237, 3.014237, 0.000000, 0.000000
-1188.036377, -441.338318, -1.152026, 2.244445, 0.101926, 796.000000, 81.321533, 2.117242, -3.013918, 3.013918, 0.000000, 0.000000
-1187.953613, -441.152039, -1.152666, 2.244445, 0.101926, 798.000000, 81.523697, 2.116922, -3.013598, 3.013598, 0.000000, 0.000000
-1187.870972, -440.965698, -1.153306, 2.244445, 0.101926, 800.000000, 81.725861, 2.116602, -3.013278, 3.013278, 0.000000, 0.000000
-1187.788452, -440.779297, -1.153946, 2.244445, 0.101926, 802.000000, 81.928017, 2.116282, -3.012958, 3.012958, 0.000000, 0.000000
-1187.706055, -440.592834, -1.154586, 2.244445, 0.101926, 804.000000, 82.130173, 2.115961, -3.012639, 3.012639, 0.000000, 0.000000
-1187.623779, -440.406342, -1.155226, 2.244445, 0.101926, 806.000000, 82.332306, 2.115641, -3.012319, 3.012319, 0.000000, 0.000000
-1187.541626, -440.219788, -1.155865, 2.244445, 0.101926, 808.000000, 82.534431, 2.115321, -3.011999, 3.011999, 0.000000, 0.000000
-1187.459595, -440.033173, -1.156505, 2.244445, 0.101926, 810.000000, 82.736557, 2.115001, -3.011679, 3.011679, 0.000000, 0.000000
-1187.377686, -439.846527, -1.157145, 2.244445, 0.101926, 812.000000, 82.938644, 2.114680, -3.011360, 3.011360, 0.000000, 0.000000
-1187.295898, -439.659821, -1.157785, 2.244445, 0.101926, 814.000000, 83.140739, 2.114360, -3.011040, 3.011040, 0.000000, 0.000000
-1187.214233, -439.473053, -1.158425, 2.244445, 0.101926, 816.000000, 83.342827, 2.114040, -3.010721, 3.010721, 0.000000, 0.000000
-1187.132690, -439.286224, -1.159065, 2.244445, 0.101926, 818.000000, 83.544922, 2.113719, -3.010401, 3.010401, 0.000000, 0.000000
-1187.051270, -439.099365, -1.159705, 2.244445, 0.101926, 820.000000, 83.746979, 2.113399, -3.010082, 3.010082, 0.000000, 0.000000
-1186.969971, -438.912445, -1.160345, 2.244445, 0.101926, 822.000000, 83.949028, 2.113079, -3.009762, 3.009762, 0.000000, 0.000000
-1186.888794, -438.725464, -1.160985, 2.244445, 0.101926, 824.000000, 84.151085, 2.112758, -3.009443, 3.009443, 0.000000, 0.000000
-1186.807739, -438.538452, -1.161625, 2.244445, 0.101926, 826.000000, 84.353119, 2.112438, -3.009123, 3.009123, 0.000000, 0.000000
-1186.726807, -438.351379, -1.162265, 2.244445, 0.101926, 828.000000, 84.555138, 2.112117, -3.008804, 3.008804, 0.000000, 0.000000
-1186.645996, -438.164246, -1.162905, 2.244445, 0.101926, 830.000000, 84.757164, 2.111797, -3.008484, 3.008484, 0.000000, 0.000000
-1186.565308, -437.977081, -1.163544, 2.244445, 0.101926, 832.000000, 84.959152, 2.111476, -3.008165, 3.008165, 0.000000, 0.000000
-1186.484741, -437.789856, -1.164184, 2.244445, 0.101926, 834.000000, 85.161148, 2.111156, -3.007845, 3.007845, 0.000000, 0.000000
-1186.404297, -437.602570, -1.164824, 2.244445, 0.101926, 836.000000, 85.363136, 2.110835, -3.007526, 3.007526, 0.000000, 0.000000
-1186.323853, -437.415222, -1.165464, 2.244445, 0.101926, 838.000000, 85.565193, 2.110516, -3.007205, 3.007205, 0.000000, 0.000000
-1186.243530, -437.227844, -1.166104, 2.244445, 0.101926, 840.000000, 85.767220, 2.110197, -3.006885, 3.006885, 0.000000, 0.000000
-1186.163330, -437.040405, -1.166744, 2.244445, 0.101926, 842.000000, 85.969238, 2.109877, -3.006564, 3.006564, 0.000000, 0.000000
-1186.083252, -436.852905, -1.167384, 2.244445, 0.101926, 844.000000, 86.171257, 2.109558, -3.006244, 3.006244, 0.000000, 0.000000
-1186.003296, -436.665375, -1.168024, 2.244445, 0.101926, 846.000000, 86.373253, 2.109238, -3.005924, 3.005924, 0.000000, 0.000000
-1185.923462, -436.477783, -1.168664, 2.244445, 0.101926, 848.000000, 86.575241, 2.108919, -3.005603, 3.005603, 0.000000, 0.000000
-1185.843750, -436.290131, -1.169304, 2.244445, 0.101926, 850.000000, 86.777237, 2.108599, -3.005283, 3.005283, 0.000000, 0.000000
-1185.764160, -436.102448, -1.169944, 2.244445, 0.101926, 852.000000, 86.979202, 2.108280, -3.004962, 3.004962, 0.000000, 0.000000
-1185.684692, -435.914703, -1.170583, 2.244445, 0.101926, 854.000000, 87.181160, 2.107960, -3.004642, 3.004642, 0.000000, 0.000000
-1185.605347, -435.726898, -1.171223, 2.244445, 0.101926, 856.000000, 87.383125, 2.107641, -3.004322, 3.004322, 0.000000, 0.000000
-1185.526123, -435.539063, -1.171863, 2.244445, 0.101926, 858.000000, 87.585060, 2.107321, -3.004001, 3.004001, 0.000000, 0.000000
-1185.447021, -435.351166, -1.172503, 2.244445, 0.101926, 860.000000, 87.786987, 2.107002, -3.003681, 3.003681, 0.000000, 0.000000
-1185.368042, -435.163208, -1.173143, 2.244445, 0.101926, 862.000000, 87.988922, 2.106682, -3.003361, 3.003361, 0.000000, 0.000000
-1185.289185, -434.975220, -1.173783, 2.244445, 0.101926, 864.000000, 88.190826, 2.106362, -3.003040, 3.003040, 0.000000, 0.000000
-1185.210449, -434.787170, -1.174423, 2.244445, 0.101926, 866.000000, 88.392731, 2.106043, -3.002720, 3.002720, 0.000000, 0.000000
-1185.131836, -434.599060, -1.175063, 2.244445, 0.101926, 868.000000, 88.594635, 2.105723, -3.002400, 3.002400, 0.000000, 0.000000
-1185.053345, -434.410919, -1.175703, 2.244445, 0.101926, 870.000000, 88.796509, 2.105403, -3.002079, 3.002079, 0.000000, 0.000000
-1184.974976, -434.222717, -1.176343, 2.244445, 0.101926, 872.000000, 88.998390, 2.105083, -3.001759, 3.001759, 0.000000, 0.000000
-1184.896729, -434.034485, -1.176983, 2.244445, 0.101926, 874.000000, 89.200233, 2.104764, -3.001439, 3.001439, 0.000000, 0.000000
-1184.818604, -433.846191, -1.177623, 2.244445, 0.101926, 876.000000, 89.402084, 2.104444, -3.001119, 3.001119, 0.000000, 0.000000
-1184.740601, -433.657837, -1.178262, 2.244445, 0.101926, 878.000000, 89.603935, 2.104124, -3.000799, 3.000799, 0.000000, 0.000000
-1184.662720, -433.469452, -1.178902, 2.244445, 0.101926, 880.000000, 89.805756, 2.103805, -3.000479, 3.000479, 0.000000, 0.000000
-1184.584961, -433.281006, -1.179542, 2.244445, 0.101926, 882.000000, 90.007576, 2.103485, -3.000158, 3.000158, 0.000000, 0.000000
-1184.507324, -433.092499, -1.180182, 2.244445, 0.101926, 884.000000, 90.209396, 2.103165, -2.999838, 2.999838, 0.000000, 0.000000
-1184.429810, -432.903961, -1.180822, 2.244445, 0.101926, 886.000000, 90.411186, 2.102845, -2.999518, 2.999518, 0.000000, 0.000000
-1184.352417, -432.715363, -1.181462, 2.244445, 0.101926, 888.000000, 90.612984, 2.102525, -2.999198, 2.999198, 0.000000, 0.000000
-1184.275146, -432.526703, -1.182102, 2.244445, 0.101926, 890.000000, 90.814781, 2.102206, -2.998878, 2.998878, 0.000000, 0.000000
-1184.197998, -432.338013, -1.182742, 2.244445, 0.101926, 892.000000, 91.016548, 2.101886, -2.998558, 2.998558, 0.000000, 0.000000
-1184.120972, -432.149261, -1.183382, 2.244445, 0.101926, 894.000000, 91.218315, 2.101566, -2.998238, 2.998238, 0.000000, 0.000000
-1184.044067, -431.960480, -1.184022, 2.244445, 0.101926, 896.000000, 91.420059, 2.101246, -2.997918, 2.997918, 0.000000, 0.000000
-1183.967285, -431.771637, -1.184662, 2.244445, 0.101926, 898.000000, 91.621796, 2.100926, -2.997598, 2.997598, 0.000000, 0.000000
-1183.890625, -431.582733, -1.185302, 2.244445, 0.101926, 900.000000, 91.823540, 2.100606, -2.997278, 2.997278, 0.000000, 0.000000
-1183.814087, -431.393799, -1.185941, 2.244445, 0.101926, 902.000000, 92.025261, 2.100286, -2.996958, 2.996958, 0.000000, 0.000000
-1183.737671, -431.204803, -1.186581, 2.244445, 0.101926, 904.000000, 92.226974, 2.099966, -2.996638, 2.996638, 0.000000, 0.000000
-1183.661377, -431.015778, -1.187221, 2.244445, 0.101926, 906.000000, 92.428665, 2.099646, -2.996318, 2.996318, 0.000000, 0.000000
-1183.585205, -430.826691, -1.187861, 2.244445, 0.101926, 908.000000, 92.630356, 2.099326, -2.995998, 2.995998, 0.000000, 0.000000
-1183.509155, -430.637543, -1.188501, 2.244445, 0.101926, 910.000000, 92.832047, 2.099006, -2.995678, 2.995678, 0.000000, 0.000000
-1183.433228, -430.448364, -1.189141, 2.244445, 0.101926, 912.000000, 93.033714, 2.098686, -2.995358, 2.995358, 0.000000, 0.000000
-1183.357422, -430.259125, -1.189781, 2.244445, 0.101926, 914.000000, 93.235390, 2.098366, -2.995038, 2.995038, 0.000000, 0.000000
-1183.281738, -430.069855, -1.190421, 2.244445, 0.101926, 916.000000, 93.437027, 2.098047, -2.994718, 2.994718, 0.000000, 0.000000
-1183.206177, -429.880524, -1.191061, 2.244445, 0.101926, 918.000000, 93.638672, 2.097727, -2.994398, 2.994398, 0.000000, 0.000000
-1183.130737, -429.691132, -1.191701, 2.244445, 0.101926, 920.000000, 93.840317, 2.097406, -2.994078, 2.994078, 0.000000, 0.000000
-1183.055420, -429.501709, -1.192341, 2.244445, 0.101926, 922.000000, 94.041931, 2.097086, -2.993758, 2.993758, 0.000000, 0.000000
-1182.980225, -429.312225, -1.192981, 2.244445, 0.101926, 924.000000, 94.243553, 2.096766, -2.993438, 2.993438, 0.000000, 0.000000
-1182.905151, -429.122711, -1.193620, 2.244445, 0.101926, 926.000000, 94.445145, 2.096447, -2.993119, 2.993119, 0.000000, 0.000000
-1182.830200, -428.933136, -1.194260, 2.244445, 0.101926, 928.000000, 94.646744, 2.096126, -2.992799, 2.992799, 0.000000, 0.000000
-1182.755371, -428.743530, -1.194900, 2.244445, 0.101926, 930.000000, 94.848320, 2.095806, -2.992479, 2.992479, 0.000000, 0.000000
-1182.680664, -428.553864, -1.195540, 2.244445, 0.101926, 932.000000, 95.049881, 2.095486, -2.992159, 2.992159, 0.000000, 0.000000
-1182.606079, -428.364136, -1.196180, 2.244445, 0.101926, 934.000000, 95.251457, 2.095166, -2.991839, 2.991839, 0.000000, 0.000000
-1182.531616, -428.174377, -1.196820, 2.244445, 0.101926, 936.000000, 95.453003, 2.094846, -2.991519, 2.991519, 0.000000, 0.000000
-1182.457275, -427.984558, -1.197460, 2.244445, 0.101926, 938.000000, 95.654556, 2.094526, -2.991199, 2.991199, 0.000000, 0.000000
-1182.383057, -427.794708, -1.198100, 2.244445, 0.101926, 940.000000, 95.856087, 2.094206, -2.990880, 2.990880, 0.000000, 0.000000
-1182.308960, -427.604797, -1.198740, 2.244445, 0.101926, 942.000000, 96.057610, 2.093886, -2.990560, 2.990560, 0.000000, 0.000000
-1182.234985, -427.414856, -1.199380, 2.244445, 0.101926, 944.000000, 96.259109, 2.093566, -2.990240, 2.990240, 0.000000, 0.000000
-1182.161133, -427.224854, -1.200020, 2.244445, 0.101926, 946.000000, 96.460617, 2.093246, -2.989920, 2.989920, 0.000000, 0.000000
-1182.087402, -427.034821, -1.200660, 2.244445, 0.101926, 948.000000, 96.662094, 2.092926, -2.989600, 2.989600, 0.000000, 0.000000
-1182.013794, -426.844727, -1.201299, 2.244445, 0.101926, 950.000000, 96.863579, 2.092606, -2.989280, 2.989280, 0.000000, 0.000000
-1181.940308, -426.654572, -1.201939, 2.244445, 0.101926, 952.000000, 97.065056, 2.092286, -2.988961, 2.988961, 0.000000, 0.000000
-1181.866943, -426.464386, -1.202579, 2.244445, 0.101926, 954.000000, 97.266518, 2.091966, -2.988641, 2.988641, 0.000000, 0.000000
-1181.793701, -426.274139, -1.203219, 2.244445, 0.101926, 956.000000, 97.467979, 2.091645, -2.988321, 2.988321, 0.000000, 0.000000
-1181.720581, -426.083862, -1.203859, 2.244445, 0.101926, 958.000000, 97.669411, 2.091325, -2.988001, 2.988001, 0.000000, 0.000000
-1181.647583, -425.893524, -1.204499, 2.244445, 0.101926, 960.000000, 97.870857, 2.091005, -2.987681, 2.987681, 0.000000, 0.000000
-1181.574707, -425.703156, -1.205139, 2.244445, 0.101926, 962.000000, 98.072266, 2.090685, -2.987361, 2.987361, 0.000000, 0.000000
-1181.501953, -425.512726, -1.205779, 2.244445, 0.101926, 964.000000, 98.273682, 2.090365, -2.987041, 2.987041, 0.000000, 0.000000
-1181.429321, -425.322266, -1.206419, 2.244445, 0.101926, 966.000000, 98.475075, 2.090045, -2.986722, 2.986722, 0.000000, 0.000000
-1181.356812, -425.131744, -1.207059, 2.244445, 0.101926, 968.000000, 98.676476, 2.089725, -2.986402, 2.986402, 0.000000, 0.000000
-1181.284424, -424.941193, -1.207699, 2.244445, 0.101926, 970.000000, 98.877846, 2.089405, -2.986082, 2.986082, 0.000000, 0.000000
-1181.212158, -424.750580, -1.208338, 2.244445, 0.101926, 972.000000, 99.079216, 2.089085, -2.985762, 2.985762, 0.000000, 0.000000
-1181.140015, -424.559937, -1.208978, 2.244445, 0.101926, 974.000000, 99.280563, 2.088765, -2.985442, 2.985442, 0.000000, 0.000000
-1181.067993, -424.369232, -1.209618, 2.244445, 0.101926, 976.000000, 99.481926, 2.088444, -2.985123, 2.985123, 0.000000, 0.000000
-1180.996094, -424.178497, -1.210258, 2.244445, 0.101926, 978.000000, 99.683250, 2.088125, -2.984803, 2.984803, 0.000000, 0.000000
-1180.924316, -423.987701, -1.210898, 2.244445, 0.101926, 980.000000, 99.884583, 2.087804, -2.984483, 2.984483, 0.000000, 0.000000
-1180.852661, -423.796875, -1.211538, 2.244445, 0.101926, 982.000000, 100.085892, 2.087484, -2.984163, 2.984163, 0.000000, 0.000000
-1180.781128, -423.605988, -1.212178, 2.244445, 0.101926, 984.000000, 100.287209, 2.087164, -2.983843, 2.983843, 0.000000, 0.000000
-1180.709717, -423.415070, -1.212818, 2.244445, 0.101926, 986.000000, 100.488495, 2.086844, -2.983523, 2.983523, 0.000000, 0.000000
-1180.638428, -423.224091, -1.213458, 2.244445, 0.101926, 988.000000, 100.689781, 2.086524, -2.983204, 2.983204, 0.000000, 0.000000
-1180.567261, -423.033081, -1.214098, 2.244445, 0.101926, 990.000000, 100.891052, 2.086204, -2.982884, 2.982884, 0.000000, 0.000000
-1180.496216, -422.842010, -1.214738, 2.244445, 0.101926, 992.000000, 101.092323, 2.085884, -2.982564, 2.982564, 0.000000, 0.000000
-1180.425293, -422.650909, -1.215378, 2.244445, 0.101926, 994.000000, 101.293571, 2.085564, -2.982244, 2.982244, 0.000000, 0.000000
-1180.354492, -422.459747, -1.216017, 2.244445, 0.101926, 996.000000, 101.494827, 2.085244, -2.981924, 2.981924, 0.000000, 0.000000
-1180.283813, -422.268555, -1.216657, 2.244445, 0.101926, 998.000000, 101.696053, 2.084924, -2.981604, 2.981604, 0.000000, 0.000000
-1180.213257, -422.077301, -1.217297, 2.244445, 0.101926, 1000.000000, 101.897285, 2.084604, -2.981285, 2.981285, 0.000000, 0.000000
-1180.142822, -421.886017, -1.217937, 2.244445, 0.101926, 1002.000000, 102.098495, 2.084284, -2.980965, 2.980965, 0.000000, 0.000000
-1180.072510, -421.694672, -1.218577, 2.244445, 0.101926, 1004.000000, 102.299706, 2.083963, -2.980645, 2.980645, 0.000000, 0.000000
-1180.002319, -421.503296, -1.219217, 2.244445, 0.101926, 1006.000000, 102.500893, 2.083643, -2.980325, 2.980325, 0.000000, 0.000000
-1179.932251, -421.311859, -1.219857, 2.244445, 0.101926, 1008.000000, 102.702087, 2.083323, -2.980005, 2.980005, 0.000000, 0.000000
-1179.862305, -421.120392, -1.220497, 2.244445, 0.101926, 1010.000000, 102.903259, 2.083003, -2.979685, 2.979685, 0.000000, 0.000000
-1179.792480, -420.928864, -1.221137, 2.244445, 0.101926, 1012.000000, 103.104439, 2.082683, -2.979366, 2.979366, 0.000000, 0.000000
-1179.722778, -420.737305, -1.221777, 2.244445, 0.101926, 1014.000000, 103.305588, 2.082363, -2.979046, 2.979046, 0.000000, 0.000000
-1179.653198, -420.545685, -1.222417, 2.244445, 0.101926, 1016.000000, 103.506744, 2.082043, -2.978726, 2.978726, 0.000000, 0.000000
-1179.583740, -420.354034, -1.223057, 2.244445, 0.101926, 1018.000000, 103.707878, 2.081723, -2.978406, 2.978406, 0.000000, 0.000000
-1179.514404, -420.162354, -1.223696, 2.244445, 0.101926, 1020.000000, 103.908989, 2.081403, -2.978086, 2.978086, 0.000000, 0.000000
-1179.445190, -419.970612, -1.224336, 2.244445, 0.101926, 1022.000000, 104.110107, 2.081083, -2.977766, 2.977766, 0.000000, 0.000000
-1179.376099, -419.778839, -1.224976, 2.244445, 0.101926, 1024.000000, 104.311195, 2.080763, -2.977446, 2.977446, 0.000000, 0.000000
-1179.307129, -419.587006, -1.225616, 2.244445, 0.101926, 1026.000000, 104.512291, 2.080443, -2.977126, 2.977126, 0.000000, 0.000000
-1179.238281, -419.395142, -1.226256, 2.244445, 0.101926, 1028.000000, 104.713371, 2.080123, -2.976806, 2.976806, 0.000000, 0.000000
-1179.169556, -419.203217, -1.226896, 2.244445, 0.101926, 1030.000000, 104.914459, 2.079803, -2.976487, 2.976487, 0.000000, 0.000000
-1179.100952, -419.011261, -1.227536, 2.244445, 0.101926, 1032.000000, 105.115509, 2.079483, -2.976167, 2.976167, 0.000000, 0.000000
-1179.032471, -418.819244, -1.228176, 2.244445, 0.101926, 1034.000000, 105.316574, 2.079163, -2.975847, 2.975847, 0.000000, 0.000000
-1178.964111, -418.627197, -1.228816, 2.244445, 0.101926, 1036.000000, 105.517616, 2.078843, -2.975527, 2.975527, 0.000000, 0.000000
-1178.895874, -418.435120, -1.229456, 2.244445, 0.101926, 1038.000000, 105.718628, 2.078523, -2.975207, 2.975207, 0.000000, 0.000000
-1178.827759, -418.242981, -1.230096, 2.244445, 0.101926, 1040.000000, 105.919655, 2.078203, -2.974887, 2.974887, 0.000000, 0.000000
-1178.759766, -418.050812, -1.230736, 2.244445, 0.101926, 1042.000000, 106.120659, 2.077883, -2.974567, 2.974567, 0.000000, 0.000000
-1178.691895, -417.858582, -1.231375, 2.244445, 0.101926, 1044.000000, 106.321663, 2.077563, -2.974247, 2.974247, 0.000000, 0.000000
-1178.624146, -417.666321, -1.232015, 2.244445, 0.101926, 1046.000000, 106.522644, 2.077243, -2.973927, 2.973927, 0.000000, 0.000000
-1178.556519, -417.473999, -1.232655, 2.244445, 0.101926, 1048.000000, 106.723633, 2.076923, -2.973607, 2.973607, 0.000000, 0.000000
-1178.489014, -417.281647, -1.233295, 2.244445, 0.101926, 1050.000000, 106.924606, 2.076603, -2.973287, 2.973287, 0.000000, 0.000000
-1178.421631, -417.089264, -1.233935, 2.244445, 0.101926, 1052.000000, 107.125549, 2.076283, -2.972967, 2.972967, 0.000000, 0.000000
-1178.354370, -416.896820, -1.234575, 2.244445, 0.101926, 1054.000000, 107.326508, 2.075963, -2.972647, 2.972647, 0.000000, 0.000000
-1178.287231, -416.704346, -1.235215, 2.244445, 0.101926, 1056.000000, 107.527428, 2.075643, -2.972327, 2.972327, 0.000000, 0.000000
-1178.220215, -416.511810, -1.235855, 2.244445, 0.101926, 1058.000000, 107.728371, 2.075323, -2.972007, 2.972007, 0.000000, 0.000000
-1178.153320, -416.319244, -1.236495, 2.244445, 0.101926, 1060.000000, 107.929283, 2.075004, -2.971687, 2.971687, 0.000000, 0.000000
-1178.086548, -416.126648, -1.237135, 2.244445, 0.101926, 1062.000000, 108.130180, 2.074684, -2.971367, 2.971367, 0.000000, 0.000000
-1178.019897, -415.933990, -1.237775, 2.244445, 0.101926, 1064.000000, 108.331078, 2.074364, -2.971047, 2.971047, 0.000000, 0.000000
-1177.953369, -415.741302, -1.238415, 2.244445, 0.101926, 1066.000000, 108.531960, 2.074044, -2.970727, 2.970727, 0.000000, 0.000000
-1177.886963, -415.548553, -1.239054, 2.244445, 0.101926, 1068.000000, 108.732841, 2.073724, -2.970407, 2.970407, 0.000000, 0.000000
-1177.820679, -415.355774, -1.239694, 2.244445, 0.101926, 1070.000000, 108.933701, 2.073404, -2.970087, 2.970087, 0.000000, 0.000000
-1177.754517, -415.162964, -1.240334, 2.244445, 0.101926, 1072.000000, 109.134537, 2.073084, -2.969767, 2.969767, 0.000000, 0.000000
-1177.688477, -414.970093, -1.240974, 2.244445, 0.101926, 1074.000000, 109.335388, 2.072765, -2.969447, 2.969447, 0.000000, 0.000000
-1177.622559, -414.777191, -1.241614, 2.244445, 0.101926, 1076.000000, 109.536217, 2.072445, -2.969126, 2.969126, 0.000000, 0.000000
-1177.556763, -414.584229, -1.242254, 2.244445, 0.101926, 1078.000000, 109.737053, 2.072125, -2.968807, 2.968807, 0.000000, 0.000000
-1177.491089, -414.391235, -1.242894, 2.244445, 0.101926, 1080.000000, 109.937866, 2.071805, -2.968486, 2.968486, 0.000000, 0.000000
-1177.425537, -414.198212, -1.243534, 2.244445, 0.101926, 1082.000000, 110.138657, 2.071485, -2.968166, 2.968166, 0.000000, 0.000000
-1177.360107, -414.005127, -1.244174, 2.244445, 0.101926, 1084.000000, 110.339455, 2.071166, -2.967846, 2.967846, 0.000000, 0.000000
-1177.294800, -413.812012, -1.244814, 2.244445, 0.101926, 1086.000000, 110.540230, 2.070846, -2.967526, 2.967526, 0.000000, 0.000000
-1177.229614, -413.618866, -1.245454, 2.244445, 0.101926, 1088.000000, 110.740982, 2.070526, -2.967206, 2.967206, 0.000000, 0.000000
