CarTurnLog -- start condition -- 
 mTarget, -1230.295410,-510.817566
 mAngleToTarget, 2.244185
 mMoveAngleError, -3.141021
 mDistError, 0.620492
 mMoveAngleSgn, -1.000000
 mShoulderAngleError, -3.050342
 mShoulderAngleSgn, -1.000000
 mPosition, -1229.908447,-510.332520
 mIsPerfect, 0

CarTurnLog -- iterations -- 
 mPositionX, mPositionZ, mMoveAngle, mShoulderAngle, mSpeed, mT, mDistToTarget, mAngleToTarget, mMoveAngleError, mAbsMoveAngleError, mShoulderAngleError, mAbsShoulderAngleError
-1161.772583, -339.767548, -1.482862, 2.244445, 0.101926, 1830.000000, 184.264725, 1.951821, -2.848502, 2.848502, 0.000000, 0.000000
-1161.754761, -339.564484, -1.483502, 2.244445, 0.101926, 1832.000000, 184.459869, 1.951501, -2.848182, 2.848182, 0.000000, 0.000000
-1161.737061, -339.361389, -1.484142, 2.244445, 0.101926, 1834.000000, 184.654999, 1.951181, -2.847862, 2.847862, 0.000000, 0.000000
-1161.719604, -339.158295, -1.484782, 2.244445, 0.101926, 1836.000000, 184.850067, 1.950861, -2.847542, 2.847542, 0.000000, 0.000000
-1161.702271, -338.955200, -1.485422, 2.244445, 0.101926, 1838.000000, 185.045105, 1.950541, -2.847223, 2.847223, 0.000000, 0.000000
-1161.685059, -338.752075, -1.486062, 2.244445, 0.101926, 1840.000000, 185.240158, 1.950221, -2.846903, 2.846903, 0.000000, 0.000000
-1161.667969, -338.548950, -1.486702, 2.244445, 0.101926, 1842.000000, 185.435165, 1.949901, -2.846583, 2.846583, 0.000000, 0.000000
-1161.651001, -338.345795, -1.487342, 2.244445, 0.101926, 1844.000000, 185.630188, 1.949581, -2.846263, 2.846263, 0.000000, 0.000000
-1161.634155, -338.142639, -1.487982, 2.244445, 0.101926, 1846.000000, 185.825180, 1.949261, -2.845943, 2.845943, 0.000000, 0.000000
-1161.617432, -337.939484, -1.488621, 2.244445, 0.101926, 1848.000000, 186.020157, 1.948941, -2.845623, 2.845623, 0.000000, 0.000000
-1161.600830, -337.736298, -1.489261, 2.244445, 0.101926, 1850.000000, 186.215118, 1.948621, -2.845304, 2.845304, 0.000000, 0.000000
-1161.584351, -337.533112, -1.489901, 2.244445, 0.101926, 1852.000000, 186.410065, 1.948301, -2.844984, 2.844984, 0.000000, 0.000000
-1161.567993, -337.329926, -1.490541, 2.244445, 0.101926, 1854.000000, 186.604980, 1.947981, -2.844664, 2.844664, 0.000000, 0.000000
-1161.551758, -337.126709, -1.491181, 2.244445, 0.101926, 1856.000000, 186.799896, 1.947661, -2.844343, 2.844343, 0.000000, 0.000000
-1161.535645, -336.923492, -1.491821, 2.244445, 0.101926, 1858.000000, 186.994797, 1.947341, -2.844023, 2.844023, 0.000000, 0.000000
-1161.519653, -336.720276, -1.492461, 2.244445, 0.101926, 1860.000000, 187.189667, 1.947021, -2.843703, 2.843703, 0.000000, 0.000000
-1161.503784, -336.517029, -1.493101, 2.244445, 0.101926, 1862.000000, 187.384537, 1.946702, -2.843383, 2.843383, 0.000000, 0.000000
-1161.488037, -336.313782, -1.493741, 2.244445, 0.101926, 1864.000000, 187.579376, 1.946382, -2.843063, 2.843063, 0.000000, 0.000000
-1161.472534, -336.110535, -1.494381, 2.244445, 0.101926, 1866.000000, 187.774170, 1.946062, -2.842743, 2.842743, 0.000000, 0.000000
-1161.457153, -335.907257, -1.495021, 2.244445, 0.101926, 1868.000000, 187.968933, 1.945741, -2.842423, 2.842423, 0.000000, 0.000000
-1161.441895, -335.703979, -1.495661, 2.244445, 0.101926, 1870.000000, 188.163696, 1.945421, -2.842104, 2.842104, 0.000000, 0.000000
-1161.426758, -335.500702, -1.496300, 2.244445, 0.101926, 1872.000000, 188.358414, 1.945101, -2.841784, 2.841784, 0.000000, 0.000000
-1161.411743, -335.297394, -1.496940, 2.244445, 0.101926, 1874.000000, 188.553146, 1.944781, -2.841464, 2.841464, 0.000000, 0.000000
-1161.396851, -335.094086, -1.497580, 2.244445, 0.101926, 1876.000000, 188.747864, 1.944461, -2.841144, 2.841144, 0.000000, 0.000000
-1161.382080, -334.890778, -1.498220, 2.244445, 0.101926, 1878.000000, 188.942535, 1.944141, -2.840824, 2.840824, 0.000000, 0.000000
-1161.367432, -334.687439, -1.498860, 2.244445, 0.101926, 1880.000000, 189.137222, 1.943821, -2.840504, 2.840504, 0.000000, 0.000000
-1161.352905, -334.484100, -1.499500, 2.244445, 0.101926, 1882.000000, 189.331879, 1.943501, -2.840184, 2.840184, 0.000000, 0.000000
-1161.338501, -334.280762, -1.500140, 2.244445, 0.101926, 1884.000000, 189.526520, 1.943181, -2.839864, 2.839864, 0.000000, 0.000000
-1161.324219, -334.077423, -1.500780, 2.244445, 0.101926, 1886.000000, 189.721115, 1.942861, -2.839544, 2.839544, 0.000000, 0.000000
-1161.310059, -333.874054, -1.501420, 2.244445, 0.101926, 1888.000000, 189.915726, 1.942541, -2.839224, 2.839224, 0.000000, 0.000000
-1161.296021, -333.670685, -1.502060, 2.244445, 0.101926, 1890.000000, 190.110321, 1.942222, -2.838904, 2.838904, 0.000000, 0.000000
-1161.282104, -333.467316, -1.502700, 2.244445, 0.101926, 1892.000000, 190.304886, 1.941902, -2.838584, 2.838584, 0.000000, 0.000000
-1161.268311, -333.263916, -1.503340, 2.244445, 0.101926, 1894.000000, 190.499451, 1.941582, -2.838264, 2.838264, 0.000000, 0.000000
-1161.254761, -333.060516, -1.503979, 2.244445, 0.101926, 1896.000000, 190.693939, 1.941262, -2.837944, 2.837944, 0.000000, 0.000000
-1161.241333, -332.857117, -1.504619, 2.244445, 0.101926, 1898.000000, 190.888412, 1.940942, -2.837625, 2.837625, 0.000000, 0.000000
-1161.228027, -332.653717, -1.505259, 2.244445, 0.101926, 1900.000000, 191.082855, 1.940622, -2.837305, 2.837305, 0.000000, 0.000000
-1161.214844, -332.450287, -1.505899, 2.244445, 0.101926, 1902.000000, 191.277313, 1.940301, -2.836985, 2.836985, 0.000000, 0.000000
-1161.201782, -332.246857, -1.506539, 2.244445, 0.101926, 1904.000000, 191.471741, 1.939981, -2.836665, 2.836665, 0.000000, 0.000000
-1161.188843, -332.043427, -1.507179, 2.244445, 0.101926, 1906.000000, 191.666138, 1.939661, -2.836345, 2.836345, 0.000000, 0.000000
-1161.176025, -331.839966, -1.507819, 2.244445, 0.101926, 1908.000000, 191.860550, 1.939341, -2.836025, 2.836025, 0.000000, 0.000000
-1161.163330, -331.636505, -1.508459, 2.244445, 0.101926, 1910.000000, 192.054932, 1.939021, -2.835705, 2.835705, 0.000000, 0.000000
-1161.150757, -331.433044, -1.509099, 2.244445, 0.101926, 1912.000000, 192.249283, 1.938701, -2.835385, 2.835385, 0.000000, 0.000000
-1161.138306, -331.229584, -1.509739, 2.244445, 0.101926, 1914.000000, 192.443619, 1.938381, -2.835065, 2.835065, 0.000000, 0.000000
-1161.125977, -331.026093, -1.510379, 2.244445, 0.101926, 1916.000000, 192.637970, 1.938062, -2.834745, 2.834745, 0.000000, 0.000000
-1161.113770, -330.822601, -1.511019, 2.244445, 0.101926, 1918.000000, 192.832275, 1.937742, -2.834425, 2.834425, 0.000000, 0.000000
-1161.101685, -330.619110, -1.511658, 2.244445, 0.101926, 1920.000000, 193.026566, 1.937422, -2.834105, 2.834105, 0.000000, 0.000000
-1161.089722, -330.415619, -1.512298, 2.244445, 0.101926, 1922.000000, 193.220825, 1.937102, -2.833785, 2.833785, 0.000000, 0.000000
-1161.077881, -330.212097, -1.512938, 2.244445, 0.101926, 1924.000000, 193.415100, 1.936782, -2.833465, 2.833465, 0.000000, 0.000000
-1161.066284, -330.008575, -1.513578, 2.244445, 0.101926, 1926.000000, 193.609299, 1.936462, -2.833145, 2.833145, 0.000000, 0.000000
-1161.054810, -329.805054, -1.514218, 2.244445, 0.101926, 1928.000000, 193.803482, 1.936142, -2.832825, 2.832825, 0.000000, 0.000000
-1161.043457, -329.601532, -1.514858, 2.244445, 0.101926, 1930.000000, 193.997635, 1.935822, -2.832506, 2.832506, 0.000000, 0.000000
-1161.032227, -329.397980, -1.515498, 2.244445, 0.101926, 1932.000000, 194.191788, 1.935502, -2.832186, 2.832186, 0.000000, 0.000000
-1161.021118, -329.194427, -1.516138, 2.244445, 0.101926, 1934.000000, 194.385925, 1.935182, -2.831866, 2.831866, 0.000000, 0.000000
-1161.010132, -328.990875, -1.516778, 2.244445, 0.101926, 1936.000000, 194.580048, 1.934862, -2.831546, 2.831546, 0.000000, 0.000000
-1160.999268, -328.787323, -1.517418, 2.244445, 0.101926, 1938.000000, 194.774139, 1.934542, -2.831226, 2.831226, 0.000000, 0.000000
-1160.988525, -328.583740, -1.518058, 2.244445, 0.101926, 1940.000000, 194.968231, 1.934222, -2.830906, 2.830906, 0.000000, 0.000000
-1160.977905, -328.380157, -1.518698, 2.244445, 0.101926, 1942.000000, 195.162308, 1.933902, -2.830586, 2.830586, 0.000000, 0.000000
-1160.967407, -328.176575, -1.519337, 2.244445, 0.101926, 1944.000000, 195.356339, 1.933582, -2.830266, 2.830266, 0.000000, 0.000000
-1160.957031, -327.972992, -1.519977, 2.244445, 0.101926, 1946.000000, 195.550369, 1.933262, -2.829946, 2.829946, 0.000000, 0.000000
-1160.946777, -327.769409, -1.520617, 2.244445, 0.101926, 1948.000000, 195.744385, 1.932942, -2.829626, 2.829626, 0.000000, 0.000000
-1160.936646, -327.565796, -1.521257, 2.244445, 0.101926, 1950.000000, 195.938370, 1.932622, -2.829306, 2.829306, 0.000000, 0.000000
-1160.926636, -327.362183, -1.521897, 2.244445, 0.101926, 1952.000000, 196.132370, 1.932302, -2.828986, 2.828986, 0.000000, 0.000000
-1160.916748, -327.158569, -1.522537, 2.244445, 0.101926, 1954.000000, 196.326324, 1.931983, -2.828666, 2.828666, 0.000000, 0.000000
-1160.907104, -326.954956, -1.523177, 2.244445, 0.101926, 1956.000000, 196.520233, 1.931663, -2.828346, 2.828346, 0.000000, 0.000000
-1160.897583, -326.751343, -1.523817, 2.244445, 0.101926, 1958.000000, 196.714096, 1.931342, -2.828026, 2.828026, 0.000000, 0.000000
-1160.888184, -326.547699, -1.524457, 2.244445, 0.101926, 1960.000000, 196.907959, 1.931022, -2.827707, 2.827707, 0.000000, 0.000000
-1160.878906, -326.344055, -1.525097, 2.244445, 0.101926, 1962.000000, 197.101822, 1.930702, -2.827387, 2.827387, 0.000000, 0.000000
-1160.869751, -326.140411, -1.525737, 2.244445, 0.101926, 1964.000000, 197.295654, 1.930382, -2.827067, 2.827067, 0.000000, 0.000000
-1160.860718, -325.936768, -1.526376, 2.244445, 0.101926, 1966.000000, 197.489456, 1.930062, -2.826747, 2.826747, 0.000000, 0.000000
-1160.851807, -325.733124, -1.527016, 2.244445, 0.101926, 1968.000000, 197.683243, 1.929742, -2.826427, 2.826427, 0.000000, 0.000000
-1160.843018, -325.529449, -1.527656, 2.244445, 0.101926, 1970.000000, 197.877029, 1.929422, -2.826107, 2.826107, 0.000000, 0.000000
-1160.834351, -325.325775, -1.528296, 2.244445, 0.101926, 1972.000000, 198.070801, 1.929102, -2.825787, 2.825787, 0.000000, 0.000000
-1160.825806, -325.122101, -1.528936, 2.244445, 0.101926, 1974.000000, 198.264557, 1.928782, -2.825467, 2.825467, 0.000000, 0.000000
-1160.817383, -324.918427, -1.529576, 2.244445, 0.101926, 1976.000000, 198.458267, 1.928462, -2.825147, 2.825147, 0.000000, 0.000000
-1160.809082, -324.714752, -1.530216, 2.244445, 0.101926, 1978.000000, 198.651978, 1.928142, -2.824827, 2.824827, 0.000000, 0.000000
-1160.800903, -324.511078, -1.530856, 2.244445, 0.101926, 1980.000000, 198.845657, 1.927823, -2.824507, 2.824507, 0.000000, 0.000000
-1160.792847, -324.307373, -1.531496, 2.244445, 0.101926, 1982.000000, 199.039337, 1.927503, -2.824187, 2.824187, 0.000000, 0.000000
-1160.784912, -324.103668, -1.532136, 2.244445, 0.101926, 1984.000000, 199.233002, 1.927183, -2.823866, 2.823866, 0.000000, 0.000000
-1160.777222, -323.899963, -1.532776, 2.244445, 0.101926, 1986.000000, 199.426605, 1.926863, -2.823547, 2.823547, 0.000000, 0.000000
-1160.769653, -323.696259, -1.533416, 2.244445, 0.101926, 1988.000000, 199.620178, 1.926543, -2.823227, 2.823227, 0.000000, 0.000000
-1160.762207, -323.492554, -1.534055, 2.244445, 0.101926, 1990.000000, 199.813736, 1.926223, -2.822907, 2.822907, 0.000000, 0.000000
-1160.754883, -323.288849, -1.534695, 2.244445, 0.101926, 1992.000000, 200.007263, 1.925903, -2.822587, 2.822587, 0.000000, 0.000000
-1160.747681, -323.085114, -1.535335, 2.244445, 0.101926, 1994.000000, 200.200790, 1.925583, -2.822268, 2.822268, 0.000000, 0.000000
-1160.740601, -322.881378, -1.535975, 2.244445, 0.101926, 1996.000000, 200.394318, 1.925262, -2.821948, 2.821948, 0.000000, 0.000000
-1160.733643, -322.677643, -1.536615, 2.244445, 0.101926, 1998.000000, 200.587814, 1.924942, -2.821628, 2.821628, 0.000000, 0.000000
-1160.726807, -322.473907, -1.537255, 2.244445, 0.101926, 2000.000000, 200.781281, 1.924623, -2.821308, 2.821308, 0.000000, 0.000000
-1160.720093, -322.270172, -1.537895, 2.244445, 0.101926, 2002.000000, 200.974731, 1.924303, -2.820988, 2.820988, 0.000000, 0.000000
